status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.print_section,response.docs.print_page,response.docs.source,response.docs.multimedia,response.docs.keywords,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.slideshow_credits,response.docs.subsection_name,response.docs.headline.main,response.docs.headline.kicker,response.docs.headline.content_kicker,response.docs.headline.print_headline,response.docs.headline.name,response.docs.headline.seo,response.docs.headline.sub,response.docs.byline.original,response.docs.byline.person,response.docs.byline.organization,response.meta.hits,response.meta.offset,response.meta.time
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"India has no minimum standards for most coal power pollutants, leading to as many as 115,000 premature deaths a year.",https://india.blogs.nytimes.com/2013/03/22/indias-coal-power-plants-kill-tens-of-thousands-every-year-study-says/,"India has no minimum standards for most coal power pollutants, leading to as many as 115,000 premature deaths a year.","This month, the first comprehensive assessment of the health impact of pollution from India’s coal-fired power plants was published. ",NA,NA,The New York Times,,,2013-03-22T07:31:54+0000,article,,World,News,nyt://article/f1ee1444-9422-53b9-819c-29f8c519bf10,1494,nyt://article/f1ee1444-9422-53b9-819c-29f8c519bf10,NA,Asia Pacific,"India’s Coal Power Plants Kill Tens of Thousands Every Year, Study Says",India Ink,NA,NA,NA,NA,NA,By Jonathan Mingle,,NA,417,90,67
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Coal is China's double-edged sword — the new economy's black gold and the fragile environment's dark cloud.,https://www.nytimes.com/2006/06/11/business/worldbusiness/11chinacoal.html,Coal is China's double-edged sword — the new economy's black gold and the fragile environment's dark cloud.," HANJING, China — One of China's lesser-known exports is a dangerous brew of soot, toxic chemicals and climate-changing gases from the smokestacks of coal-burning power plants.",A,1,The New York Times,,,2006-06-11T04:00:00+0000,article,Business,Business Day,News,nyt://article/33f56ba7-0880-506e-8d5c-3339824a955f,3891,nyt://article/33f56ba7-0880-506e-8d5c-3339824a955f,NA,World Business,Pollution From Chinese Coal Casts a Global Shadow,The Energy Challenge,NA,Pollution From Chinese Coal Casts Shadow Around Globe,NA,NA,NA,By Keith Bradsher and David Barboza,,NA,417,90,67
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Article in series The Energy Challenge; pollution will soar both at home and abroad unless China finds way to clean up its coal plants and coal-burning factories, and increase in global-warming gases from China's coal will exceed that for all other industrialized countries over next 25 years; airborne sulphur dioxide poses health threat and causes acid rain, and carbon dioxide from coal plants will last for decades; India is right behind China in stepping up its construction of coal-fired power plants; graphs; photos (L)",https://www.nytimes.com/2006/06/11/business/worldbusiness/pollution-from-chinese-coal-casts-a-global-shadow.html,"Article in series The Energy Challenge; pollution will soar both at home and abroad unless China finds way to clean up its coal plants and coal-burning factories, and increase in global-warming gases from China's coal will exceed that for all othe...","HANJING, China - One of China's lesser-known exports is a dangerous brew of soot, toxic chemicals and climate-changing gases from the smokestacks of coal-burning power plants.",1,1,The New York Times,,,2006-06-11T05:00:00+0000,article,Foreign Desk,World,Series,nyt://article/0380bd1f-e1f3-51ed-afe6-e5e56eb6d2ad,3932,nyt://article/0380bd1f-e1f3-51ed-afe6-e5e56eb6d2ad,NA,NA,Pollution From Chinese Coal Casts a Global Shadow,The Energy Challenge,NA,Pollution From Chinese Coal Casts Shadow Around Globe,NA,NA,NA,By Keith Bradsher and David Barboza,,NA,417,90,67
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Last May, protesters took over James Rogers's front lawn in Charlotte, North Carolina, unfurling banners declaring ""No new coal"" and erecting a makeshift ""green power plant"" - which, they said in a press release, was fueled by ""the previously unexplored energy source known as hot air, which has been found in large concentrations"" at his home.",https://www.nytimes.com/2009/02/15/business/worldbusiness/15iht-coal.4.20201369.html,,"Last May, protesters took over James Rogers's front lawn in Charlotte, North Carolina, unfurling banners declaring ""No new coal"" and erecting a makeshift ""green power plant"" - which, they said in a press release, was fueled by ""the previously unexplored energy source known as hot air, which has been found in large concentrations"" at his home.",NA,NA,International Herald Tribune,,,2009-11-05T05:00:00+0000,article,IHT News,Business Day,News,nyt://article/abf50d33-5ede-5a3c-838b-cfe29aa9ed7e,1853,nyt://article/abf50d33-5ede-5a3c-838b-cfe29aa9ed7e,NA,International Business,"Coal-fired electricity under attack, but alternatives seem distant",NA,NA,"Coal-fired electricity under attack, but alternatives seem distant",NA,NA,NA,By Melanie Warner,,NA,417,90,67
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Guess who likes heavy metals?,https://krugman.blogs.nytimes.com/2016/01/12/bully-for-neurotoxins/,Guess who likes heavy metals?,"The Wall Street Journal has a remarkable editorial titled The Carnage in Coal Country, accusing President Obama of destroying jobs through his terrible, horrible, no good regulations on coal: “According to the National Mining Association, 40,000 coal jobs have been lost in the U.S. since 2008.”",NA,NA,The New York Times,,,2016-01-12T13:31:15+0000,article,OpEd,Opinion,News,nyt://article/d8d569bf-7a68-517d-9175-fc1bbb1969ab,332,nyt://article/d8d569bf-7a68-517d-9175-fc1bbb1969ab,NA,NA,Bully for Neurotoxins,Paul Krugman,NA,NA,NA,NA,NA,By Paul Krugman,,NA,417,90,67
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"A Briton acknowledges possessing 652 “ordinary” wild bird eggs, as well as those from birds like red kites, peregrine falcons, redwings and merlins. He also confesses to taking 12 avocet, 8 osprey and 7 golden eagle eggs.",https://green.blogs.nytimes.com/2011/12/14/on-our-radar-a-serial-birds-egg-thief/,"A Briton acknowledges possessing 652 “ordinary” wild bird eggs, as well as those from birds like red kites, peregrine falcons, redwings and merlins. He also confesses to taking 12 avocet, 8 osprey and 7 golden eagle eggs.","A Briton has drawn a fourth jail sentence for his persistent thefts of rare birds’ eggs. He was found with almost 700 wild bird eggs at his home in London, including eggs from such species as the osprey and golden eagle. Some of the eggs were stolen just before the chicks hatched, the authorities say. [The Guardian]",NA,NA,The New York Times,,,2011-12-14T17:46:41+0000,article,,Science,News,nyt://article/5c668bcc-9df0-5ec5-8537-cc1b05c528ed,161,nyt://article/5c668bcc-9df0-5ec5-8537-cc1b05c528ed,NA,Environment,On Our Radar: A Serial Bird’s-Egg Thief,Green,NA,NA,NA,NA,NA,By The New York Times,,The New York Times,417,100,59
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"This week: A look at what kind of trouble the record-breaking rainfall from Hurricane Florence might cause, a new climate satellite, and one thing you can do. ",https://www.nytimes.com/2018/09/19/climate/climate-fwd-hurricane-florence.html,"This week: A look at what kind of trouble the record-breaking rainfall from Hurricane Florence might cause, a new climate satellite, and one thing you can do. ",Welcome to the Climate Fwd: newsletter. The New York Times climate team emails readers once a week with stories and insights about climate change. Sign up here to get it in your inbox.,NA,NA,The New York Times,,,2018-09-19T17:14:08+0000,article,Climate,Climate,News,nyt://article/d19a9275-a0b3-5dce-ac82-de383e13e5c3,913,nyt://article/d19a9275-a0b3-5dce-ac82-de383e13e5c3,NA,NA,"The Trouble With Florence, and a New Set of Eyes in Space",NA,NA,NA,NA,NA,NA,By John Schwartz,,NA,417,100,59
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Already the emergency and recovery response is staggering in scope, and the threats have not abated.",https://www.nytimes.com/2018/09/22/us/hurricane-florence-carolina.html,"Already the emergency and recovery response is staggering in scope, and the threats have not abated.","CONWAY, S.C. — It will not be easy drying out, fixing up and rethinking whole ways of life in a region drenched and deeply shaken by more than eight trillion gallons of rain.",A,26,The New York Times,,,2018-09-22T14:02:48+0000,article,National,U.S.,News,nyt://article/35bdd49b-f02e-58b6-af88-1e140d536b9d,1816,nyt://article/35bdd49b-f02e-58b6-af88-1e140d536b9d,NA,NA,"Hurricane Florence Has Gone, but Challenges for the Carolinas Have Just Begun",NA,NA,"Storm Is Gone, but Havoc in the Carolinas Is Unrelenting",NA,NA,NA,By Alan Blinder and Richard Fausset,,NA,417,100,59
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Senate negotiators need to fight back against the ideologically driven House version of the bill, which is loaded with anti-environmental riders.",https://www.nytimes.com/2012/06/24/opinion/sunday/last-lap-for-transportation-bill.html,"Senate negotiators need to fight back against the ideologically driven House version of the bill, which is loaded with anti-environmental riders.","Congressional negotiators are racing to agree on a transportation bill before the current law expires on June 30. The choices before them are wildly different: a Senate bill that would invest $109 billion over two years on critical road, bridge and mass transit projects, and an ideologically driven, short-term House bill that is loaded with anti-environmental riders and would extend current financing for only three months, leaving future financing up in the air.",SR,12,The New York Times,,,2012-06-23T21:00:56+0000,article,Editorial,Opinion,Editorial,nyt://article/a235d0a8-b54a-58eb-8e2a-5881c290051a,249,nyt://article/a235d0a8-b54a-58eb-8e2a-5881c290051a,NA,Sunday Review,Last Lap for Transportation Bill,Editorial | Week Ahead,NA,Last Lap for Transportation Bill,NA,NA,NA,By Robert B. Semple Jr,,NA,417,100,59
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,There are a variety of ways in which some companies in the concrete industry are trying to make their products more environmentally responsible — though there are hurdles to overcome.,https://green.blogs.nytimes.com/2009/03/31/reducing-concretes-carbon-footprint/,There are a variety of ways in which some companies in the concrete industry are trying to make their products more environmentally responsible — though there are hurdles to overcome.,"In my Science Times article today on concrete, I write about efforts to reduce the material’s carbon footprint in two ways — by replacing some of the cement in a concrete mix with industrial wastes like coal ash or blast-furnace slag, which have little or no carbon cost, and by developing new cements and other concrete ingredients that can permanently sequester carbon dioxide. ",NA,NA,The New York Times,,,2009-03-31T16:00:51+0000,article,,Science,News,nyt://article/ae16e8a9-c146-5942-a7a7-5e2ab4c3fa72,308,nyt://article/ae16e8a9-c146-5942-a7a7-5e2ab4c3fa72,NA,Environment,Reducing Concrete’s Carbon Footprint,Green,NA,NA,NA,NA,NA,By Henry Fountain,,NA,417,100,59
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Two trees in the Brooklyn Botanic Garden — a holly and a hawthorn — are the largest of their species on record in New York State, according to the state’s Big Tree Register.",https://cityroom.blogs.nytimes.com/2009/10/28/state-crowns-two-brooklyn-trees-as-champions/,"Two trees in the Brooklyn Botanic Garden — a holly and a hawthorn — are the largest of their species on record in New York State, according to the state’s Big Tree Register.","Big trees grow in Brooklyn. In fact, two of the state’s biggest.",NA,NA,The New York Times,,,2009-10-28T14:18:18+0000,article,Metro,New York,NA,nyt://article/47fe60d2-58cc-5589-9496-8114fa3aa26c,321,nyt://article/47fe60d2-58cc-5589-9496-8114fa3aa26c,NA,NA,State Crowns Two Brooklyn Trees as Champions,City Room,NA,NA,NA,NA,NA,By Jennifer 8. Lee,,NA,417,100,59
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Siberians have flocked to an industrial waste pond where iridescent water resembles a tropical seascape, with the goal of taking humorous pictures.",https://www.nytimes.com/2019/07/10/world/europe/siberia-lake-instagram.html,"Siberians have flocked to an industrial waste pond where iridescent water resembles a tropical seascape, with the goal of taking humorous pictures.","MOSCOW — The pictures seem to show a little piece of paradise in Siberia: a beautiful expanse of turquoise water, inflatable beach toys and women lounging in bathing suits.",A,10,The New York Times,,,2019-07-10T19:51:17+0000,article,Foreign,World,News,nyt://article/3ed1432a-87a4-5744-8f53-9212dfff0486,515,nyt://article/3ed1432a-87a4-5744-8f53-9212dfff0486,NA,Europe,It Looks Like a Lake Made for Instagram. It’s a Dump for Chemical Waste.,NA,NA,"It Looks Like Paradise, but It’s a Toxic Dump",NA,NA,NA,By Andrew E. Kramer,,NA,417,100,59
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Two trees in the Brooklyn Botanic Garden -- a holly and a hawthorn -- are the largest of their species on record in New York State, according to the state's Big Tree Register.",https://cityroom.blogs.nytimes.com/2009/10/28/blogs/28cityroom-state-cr97075.html,"Two trees in the Brooklyn Botanic Garden -- a holly and a hawthorn -- are the largest of their species on record in New York State, according to the state's Big Tree Register.","Big trees grow in Brooklyn. In fact, two of the state's biggest.",NA,NA,The New York Times,,,2009-10-28T14:18:18+0000,article,None,Blogs,Web Log,nyt://article/95974db6-b2c6-5c8b-9af6-a26f9f9a7fed,324,nyt://article/95974db6-b2c6-5c8b-9af6-a26f9f9a7fed,NA,NA,State Crowns Two Brooklyn Trees as Champions,City Room,NA,State Crowns Two Brooklyn Trees as Champions,NA,NA,NA,By JENNIFER 8. LEE,,NA,417,100,59
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"In a speech, former Interior Secretary Bruce Babbitt castigated President Obama for failing to fight Republicans on conservation issues.",https://www.nytimes.com/2011/06/13/opinion/13mon3.html,"In a speech, former Interior Secretary Bruce Babbitt castigated President Obama for failing to fight Republicans on conservation issues.",Former Interior Secretary Bruce Babbitt declared in a speech last week that President Obama’s failure to mount a persuasive counterattack to the Republicans’ “radical” assault on the country’s environmental safeguards amounts to a “form of appeasement.” ,A,22,The New York Times,,,2011-06-13T01:36:35+0000,article,Editorial,Opinion,Editorial,nyt://article/f5a3a65c-b40a-515d-b0a7-d03a41ff3364,320,nyt://article/f5a3a65c-b40a-515d-b0a7-d03a41ff3364,NA,NA,Mr. Babbitt’s Protest,Editorial,NA,Mr. Babbitt’s Protest,NA,NA,NA,NA,,NA,417,100,59
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Natural gas might emerge as a “bridge” fuel in controlling carbon dioxide emissions, but switching from coal would cost hundreds of billions of dollars — not even counting the cost of the gas, according to a study.",https://green.blogs.nytimes.com/2010/07/08/hurdles-for-a-natural-gas-transition/,"Natural gas might emerge as a “bridge” fuel in controlling carbon dioxide emissions, but switching from coal would cost hundreds of billions of dollars — not even counting the cost of the gas, according to a study.","Natural gas might emerge as a “bridge” fuel in controlling carbon dioxide emissions, but switching over from coal would cost hundreds of billions of dollars — not even counting the cost of the gas, according to a study sponsored by the American Public Power Association.",NA,NA,The New York Times,,,2010-07-08T14:02:08+0000,article,,Science,NA,nyt://article/387eddd4-ce51-555b-a5c7-637fbe8f3f8f,631,nyt://article/387eddd4-ce51-555b-a5c7-637fbe8f3f8f,NA,Environment,Hurdles for a Natural Gas Transition,Green,NA,NA,NA,NA,NA,By Matthew L. Wald,,NA,417,100,59
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"The settlement requires the company, the nation’s largest electric utility, to pay a $975,000 fine and spend $4.4 million on environmental programs.",https://www.nytimes.com/2015/09/11/us/duke-energy-to-pay-fine-over-power-plant-violations.html,"The settlement requires the company, the nation’s largest electric utility, to pay a $975,000 fine and spend $4.4 million on environmental programs.","Duke Energy, the nation’s largest electric utility, agreed on Thursday to pay nearly $5.4 million to settle a 15-year legal battle with federal regulators over whether its power plants skirted Clean Air Act regulations in the 1990s.",A,14,The New York Times,,,2015-09-11T00:57:49+0000,article,National,U.S.,News,nyt://article/8ca551fa-ee42-5182-aa4e-774e40fc7dbb,575,nyt://article/8ca551fa-ee42-5182-aa4e-774e40fc7dbb,NA,NA,Duke Energy to Pay Fine Over Power Plant Violations,NA,NA,Largest U.S. Electric Utility to Pay Fine Over Power Plant Rules Violations ,NA,NA,NA,By Michael Wines,,NA,417,110,31
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,An analysis suggests that the power sector will incur far lower costs if federal pollution rules are phased in more gradually.,https://green.blogs.nytimes.com/2012/06/01/when-cleaning-up-power-plants-time-is-money/,An analysis suggests that the power sector will incur far lower costs if federal pollution rules are phased in more gradually.,"New rules on pollution from coal plants will cost the American economy $175 billion to $275 billion between now and 2035, according to a new analysis from the Electric Power Research Institute, a nonprofit utility consortium. But the price can be be closer to the lower figure if the government shows flexibility in how the rules are phased in, the researchers said. ",NA,NA,The New York Times,,,2012-06-01T14:24:01+0000,article,,Science,News,nyt://article/52d06fc0-3a43-5d43-9100-f0e55880ef1c,645,nyt://article/52d06fc0-3a43-5d43-9100-f0e55880ef1c,NA,Environment,"When Cleaning Up Power Plants, Time is Money",Green,NA,NA,NA,NA,NA,By Matthew L. Wald,,NA,417,110,31
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,State environmental officials struggled trying to assess the damage in hopes that water supplies were not harmed by heavy metals.,https://www.nytimes.com/2008/12/24/us/24mud.html,State environmental officials struggled trying to assess the damage in hopes that water supplies were not harmed by heavy metals.,"A day after a spill sent a vast amount of toxic coal sludge over a wide area in Eastern Tennessee, state environmental officials struggled Tuesday trying to assess the damage in hopes that water supplies were not harmed by heavy metals like lead, mercury and arsenic. ",A,17,The New York Times,,,2008-12-24T04:26:52+0000,article,National,U.S.,News,nyt://article/2f90a3bb-0e3c-53f2-aa38-fd93c57a258a,411,nyt://article/2f90a3bb-0e3c-53f2-aa38-fd93c57a258a,NA,NA,Water Supplies Tested After Tennessee Spill,NA,NA,Water Supplies Tested After Tennessee Spill,NA,NA,NA,By Shaila Dewan,,NA,417,110,31
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"The transportation bill that just passed is far from perfect, but at least it more closely resembles the solid Senate measure than the appalling House one.",https://www.nytimes.com/2012/07/02/opinion/at-last-a-transportation-bill.html,"The transportation bill that just passed is far from perfect, but at least it more closely resembles the solid Senate measure than the appalling House one.","Thanks to the stubbornness of the Senate’s political odd couple — the liberal Barbara Boxer of California and the conservative James Inhofe of Oklahoma — Congress approved on Friday afternoon a serviceable transportation bill. And in the nick of time, too. The current program was due to expire Saturday night, potentially disrupting highway and mass transit projects at the height of the construction season and jeopardizing 2.9 million jobs. ",A,14,The New York Times,,,2012-07-02T01:19:24+0000,article,Editorial,Opinion,Editorial,nyt://article/554b9485-c8b3-53cf-a0f2-c4074ffd11b6,345,nyt://article/554b9485-c8b3-53cf-a0f2-c4074ffd11b6,NA,NA,"At Last, a Transportation Bill",Editorial,NA,"At Last, a Transportation Bill",NA,NA,NA,NA,,NA,417,110,31
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"In this week’s Race/Related newsletter, we discuss the Poor People’s Campaign going green, black life at Burning Man, James Baldwin’s only children’s book, and more. ",https://www.nytimes.com/2018/08/25/us/mlk-climate-environment-racism.html,"In this week’s Race/Related newsletter, we discuss the Poor People’s Campaign going green, black life at Burning Man, James Baldwin’s only children’s book, and more. ","For my colleague Kendra Pierre-Louis, a reporter on the Climate Desk, environmental justice and racial justice are deeply intertwined. “You can’t separate the two,” she told me this week. ",NA,NA,The New York Times,,,2018-08-25T16:00:02+0000,article,National,U.S.,News,nyt://article/626bd619-8b0b-53eb-b35d-5b396261364f,959,nyt://article/626bd619-8b0b-53eb-b35d-5b396261364f,NA,NA,Would Martin Luther King Jr. Take on Climate Change?,NA,NA,NA,NA,NA,NA,By Lauretta Charlton,,NA,417,110,31
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"President Trump, showcasing his accomplishments near the end of his first year, said that for every new regulation, his administration has killed 22.",https://www.nytimes.com/2017/12/14/us/politics/trump-federal-regulations.html,"President Trump, showcasing his accomplishments near the end of his first year, said that for every new regulation, his administration has killed 22.","WASHINGTON — President Trump said on Thursday that his administration was answering “a call to action” by rolling back regulations on environmental protections, health care, financial services and other industries as he made a push to showcase his accomplishments near the end of his first year in office.",A,16,The New York Times,,,2017-12-14T20:02:37+0000,article,Washington,U.S.,News,nyt://article/49cbd4a9-86c3-57e7-b26f-1728aca4e60e,1367,nyt://article/49cbd4a9-86c3-57e7-b26f-1728aca4e60e,NA,Politics,Trump Says His Regulatory Rollback Already Is the ‘Most Far-Reaching’,NA,NA,‘Most Far-Reaching’ Rollback of Rules,NA,NA,NA,By Eric Lipton and Danielle Ivory,,NA,417,110,31
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,The Tennessee River is one of the most ecologically diverse rivers in the world. It is also one of the most polluted.,https://www.nytimes.com/2019/10/28/opinion/tennessees-dangerous-waters.html,The Tennessee River is one of the most ecologically diverse rivers in the world. It is also one of the most polluted.,"NASHVILLE — From a distance, a river looks less like a feature of the terrain than like a massive, mysterious animal. A river is a sleek, writhing being, and even the verbs we use to describe it evoke animation. A river runs through it. A river climbs its banks. A river empties itself into the sea.",NA,NA,The New York Times,,,2019-10-28T10:00:11+0000,article,OpEd,Opinion,News,nyt://article/d697e123-b8b6-53b3-9d91-3ea6c4d4b1af,1112,nyt://article/d697e123-b8b6-53b3-9d91-3ea6c4d4b1af,NA,NA,Tennessee’s Dangerous Waters,NA,NA,NA,NA,NA,NA,By Margaret Renkl,,NA,417,110,31
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"This week world leaders are meeting in New York, and climate change is on the agenda. And, meet the intrepid photographer behind our recent story from Greenland.",https://www.nytimes.com/2018/09/26/climate/climate-week-and-photo-stories.html,"This week world leaders are meeting in New York, and climate change is on the agenda. And, meet the intrepid photographer behind our recent story from Greenland.",Welcome to the Climate Fwd: newsletter. The New York Times climate team emails readers once a week with stories and insights about climate change. Sign up here to get it in your inbox.,NA,NA,The New York Times,,,2018-09-26T17:49:12+0000,article,Climate,Climate,News,nyt://article/526031d1-eee8-5d78-8be5-8d1c0b1f9ef7,894,nyt://article/526031d1-eee8-5d78-8be5-8d1c0b1f9ef7,NA,NA,"Climate Week, and Telling Stories With Photos",NA,NA,NA,NA,NA,NA,NA,,NA,417,110,31
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Friday | Today’s idea: Summary seizures and executions of pit bulls in many states are unjustified “canine profiling” and flout the legal due-process rights of owners, an article argues. [Boston Review]",https://ideas.blogs.nytimes.com/2010/04/16/in-defense-of-pit-bulls/,"Friday | Today’s idea: Summary seizures and executions of pit bulls in many states are unjustified “canine profiling” and flout the legal due-process rights of owners, an article argues. [Boston Review]","Today’s idea: Summary seizures and killings of pit bulls around the country are unjustified “canine profiling” and flout the legal due-process rights of owners, an article argues.",NA,NA,The New York Times,,,2010-04-16T10:42:45+0000,article,,Week in Review,NA,nyt://article/d786779d-20fc-5b9f-aa74-eba52a2ec12e,404,nyt://article/d786779d-20fc-5b9f-aa74-eba52a2ec12e,NA,NA,In Defense of Pit Bulls,Idea of the Day,NA,NA,NA,NA,NA,By Tom Kuntz,,NA,417,110,31
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,A proposed rule on mercury pollution could help the administration of President Barack Obama get near its short-term climate goal.,https://www.nytimes.com/2010/07/26/business/global/26green.html,A proposed rule on mercury pollution could help the administration of President Barack Obama get near its short-term climate goal.,"WASHINGTON — A proposed rule on mercury, a pollutant bad for fish and the people who eat too many of them, could help the administration of President Barack Obama get near its short-term climate goal, even if the U.S. Congress fails this year or next to pass a bill tackling greenhouse gases directly.",NA,NA,International Herald Tribune,,,2010-07-26T01:26:49+0000,article,Business,Business Day,News,nyt://article/9fd123be-2675-5681-9579-bd5f26828432,846,nyt://article/9fd123be-2675-5681-9579-bd5f26828432,NA,Global Business,Health Rules Could Cut Greenhouse Emissions,Green Column,NA,Health Rules Could Cut Greenhouse Emissions,NA,NA,NA,By Timothy Gardner,,NA,417,110,31
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"Congressional Republicans and Democrats reached a tentative agreement on Wednesday on a bill to finance highways, ending a partisan stalemate.",https://www.nytimes.com/2012/06/28/us/tentative-deal-reached-on-2-year-transportation-bill.html,"Congressional Republicans and Democrats reached a tentative agreement on Wednesday on a bill to finance highways, ending a partisan stalemate.","WASHINGTON — Congressional Republicans and Democrats reached a tentative agreement on Wednesday on a two-year bill to finance highways, ending a partisan stalemate that had left transit projects under a cloud of uncertainty.",A,16,The New York Times,,,2012-06-28T03:56:12+0000,article,National,U.S.,News,nyt://article/698f26f3-bb3a-57ac-8538-abb87e889d0e,427,nyt://article/698f26f3-bb3a-57ac-8538-abb87e889d0e,NA,NA,Tentative Deal Reached on 2-Year Transportation Bill,NA,NA,Tentative Deal Reached on 2-Year Transportation Bill,NA,NA,NA,By Jennifer Steinhauer,,NA,417,120,43
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,"The Tennessee Valley Authority could do a lot in short order, if it chose to.",https://www.nytimes.com/2020/01/27/opinion/climate-Tennessee-Valley-Authority.html,"The Tennessee Valley Authority could do a lot in short order, if it chose to.","In the 2020 Democratic primaries, presidential candidates are finally competing to put forward big ideas for tackling the climate crisis.",NA,NA,The New York Times,,,2020-01-27T10:00:16+0000,article,OpEd,Opinion,Op-Ed,nyt://article/11546a21-6b66-5f4e-98fc-4910a601e145,1083,nyt://article/11546a21-6b66-5f4e-98fc-4910a601e145,NA,NA,The Agency That Brought Appalachia Electricity Must Focus on the Climate,NA,NA,NA,NA,NA,NA,By Justin Gillis and Jameson McBride,,NA,417,120,43
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,,https://cooking.nytimes.com/recipes/1017535-grilled-baby-back-ribs,,"We think of ribs as an all-day affair, the meat cooked in smoke and low heat until it begins to pull from the bone. But baby backs are quicker and can be grilled as well, and the result is delicious. This recipe benefits from a basting technique used by the chef and barbecue madman Adam Perry Lang, who thins out his barbecue sauce with water, then paints it onto the meat he’s cooking in coat after coat, allowing it to reduce and intensify rather than seize up and burn.",NA,NA,NA,,,2015-07-15T00:00:00+0000,recipe,,NA,Recipe,nyt://recipe/4da304ec-51a7-5db3-a202-20734882e59c,0,nyt://recipe/4da304ec-51a7-5db3-a202-20734882e59c,NA,NA,Grilled Baby Back Ribs,NA,NA,NA,Grilled Baby Back Ribs,NA,NA,Sam Sifton,,NA,417,120,43
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,Why online shoppers spend more. Retail sales slow sharply. And three social media lessons from “Shark Tank.”,https://boss.blogs.nytimes.com/2014/05/14/today-in-small-business-the-psychology-of-buying-online/,Why online shoppers spend more. Retail sales slow sharply. And three social media lessons from “Shark Tank.”,"What’s affecting me, my clients and other small-business owners today.",NA,NA,The New York Times,,,2014-05-14T14:52:50+0000,article,Business,Business Day,News,nyt://article/96ac5eb5-af9c-5501-a3c4-834794d72ec0,396,nyt://article/96ac5eb5-af9c-5501-a3c4-834794d72ec0,NA,Entrepreneurship,Today in Small Business: The Psychology of Buying Online,You&#039;re the Boss,NA,NA,NA,NA,NA,By Gene Marks,,NA,417,120,43
OK,Copyright (c) 2022 The New York Times Company. All Rights Reserved.,,https://cooking.nytimes.com/recipes/1017556-grilled-corn,,"You can grill corn with the husks on. You can strip the husks partly off, remove the silks and re-wrap the ears, then grill. You can soak the corn in cool water before grilling. Or blanch it in hot. I blanch, occasionally following the lead of the celebrity chef Bobby Flay, who adds a cup of milk to his blanching liquid. “I have no idea why I do it,” he said. “It’s like adding corks to the liquid when you’re poaching octopus. Who knows if it works? But it’s a foolproof way to get perfect corn.” Serve with butter, as in this recipe, or dab with mayonnaise and sprinkle with cotija cheese.",NA,NA,NA,,,2015-07-15T00:00:00+0000,recipe,,NA,Recipe,nyt://recipe/a20e79c3-5aa3-5be1-9eaa-8d1c09ca46da,0,nyt://recipe/a20e79c3-5aa3-5be1-9eaa-8d1c09ca46da,NA,NA,Grilled Corn,NA,NA,NA,Grilled Corn,NA,NA,Sam Sifton,,NA,417,120,43
